id,text,label
518,"I don't know. Of course, my sister and I were both very young at the time, so I don't know why, other than the fact that my father probably figured that since we were growing up, that it would be better to go closer in to town and take some part in the Japanese community activities, which I did. I became a member of the Troop 123, which was the Boy Scouts, Japanese Boy Scout troop, and I participated in the Japanese community's basketball group. They had a regular league of basketball players, and played every Sunday at Peninsula Park.",Life after removal and during the incarceration#Returning of Japanese American after WWII
519,And so this is how your family helped to keep you involved with the Japanese community?,Returning of Japanese American after WWII
520,Yes.,Life after removal and during the incarceration
521,"And did you do other things besides, did you go to Japanese school?",Returning of Japanese American after WWII
522,"Oh, in Montavilla there was a Japanese school in Russellville, and we went to school there in the evening, three times a week, Monday-Wednesday-Friday. So I was exposed to the Japanese language and Japanese teaching. Dr. Nakata, the dentist, was one of our teachers in Montavilla.",Returning of Japanese American after WWII
523,So what was the curriculum mostly focused on? To have the ability to do conversational Japanese or to read and write?,Life after removal and during the incarceration#Returning of Japanese American after WWII
524,"Reading and writing. I remember one story, there was one fellow named Aki Makino, who lived out in Montavilla close to where we lived. And during the annual recital time, he was supposed to sing a song. And the song is ""Haru ga Kita,"" which means, ""Spring is Here."" And he started to sing that song, instead of saying, ""Haru ga kita,"" he said, ""Saru ga kita,"" and saru in Japanese is ""monkey."" [Laughs] And so when he got by the first line, the whole audience broke up. It was quite an interesting recital at that time.",Life after removal and during the incarceration#Returning of Japanese American after WWII
525,"Did you have a part in the recital, too?",Life after removal and during the incarceration
526,"Yes, but I don't remember... I had nothing funny happen like that, so I don't remember much about my participation.",Life after removal and during the incarceration
527,Did you live in houses when you were growing up?,Life after removal and during the incarceration
528,"Yes, just regular houses.",Life after removal and during the incarceration
529,Uh-huh. What do you remember about them?,Life after removal and during the incarceration
530,"Oh, I used to do a lot of shoveling of coal and hauling wood, because all we had was potbellied stoves in the Montavilla area. And then, of course, we moved into, by Washington High School, we had a regular wood furnace. So I still had to handle wood, the heating went much easier.",Life after removal and during the incarceration
531,"Did you have any other responsibilities, too, when you were growing up, besides keeping the fires going?",Life after removal and during the incarceration
532,"No, not much. There wasn't much to do. I remember my father saying that... he had a car, of course, and he used to drive us around. And when I became fifteen, close to sixteen, he said, ""Well, pretty soon you're going to be driving, but you have to know a lot more about cars than putting in gas and water."" So I said, ""Like what?"" And silence. [Laughs] He didn't say anything else after that. I got to learn how to drive after I turned sixteen.",Life after removal and during the incarceration
533,"No, not much. There wasn't much to do. I remember my father saying that... he had a car, of course, and he used to drive us around. And when I became fifteen, close to sixteen, he said, ""Well, pretty soon you're going to be driving, but you have to know a lot more about cars than putting in gas and water."" So I said, ""Like what?"" And silence. [Laughs] He didn't say anything else after that. I got to learn how to drive after I turned sixteen.",Life after removal and during the incarceration
534,Did he teach you?,Life after removal and during the incarceration
535,Did he teach you?,Life after removal and during the incarceration
536,"No, he was already interned. I didn't turn sixteen until after the war started. I was fifteen in December of '41. So the war started before I turned sixteen.",Life after removal and during the incarceration
537,"Before you could learn from Dad, okay. Thinking of your family life, what was mealtime like? Did your dad come home for dinner?",Life after removal and during the incarceration
538,"Well, I think most of the time probably so, but I just can't remember, not clearly, whether he did or not.",Life after removal and during the incarceration
539,Were there any special meals you remember that your mom used to cook?,Life after removal and during the incarceration
540,"Oh, only at special occasions like New Year's and so forth, they would have very fine banquet type dinners. Other than that, not routine. Routinely we had rice every evening, of course.",Life after removal and during the incarceration
541,But any favorite dish that your mom made that you enjoyed eating?,Life after removal and during the incarceration
542,"Nothing special, no.",Life after removal and during the incarceration
543,Okay. Did your family do activities together for outings or for fun?,Life after removal and during the incarceration
544,"Well, these picnics, these undoukais, they called them. They were the Japanese community picnics, and that's about the main outing that we participated in. There was always, of course, church, Nichiren church gatherings that we went to as a family.",Life after removal and during the incarceration#Returning of Japanese American after WWII
545,"Okay, well, think about the picnic. What do you remember about the picnics that you attended?",Life after removal and during the incarceration
546,"Mostly it was a chance to get to see, meet and see other friends from the other areas. We used to have races, running races and three-legged races, things of that nature.",Life after removal and during the incarceration
547,And what kind of food did they have at the picnics?,Life after removal and during the incarceration
548,"Oh, bento food just like in the boxes that you brought over and showed us today.",Life after removal and during the incarceration
549,And how about Nichiren? What kind of activities do you remember at church taking place?,Life after removal and during the incarceration
550,"Well, the main activity that I remember is going to play tennis before church on Sundays. We used to go to Benson High School, which is on the east side, and they had tennis, outdoor tennis courts there. And that's where I met my wife when we were still young kids. And we used to play tennis there and then go to church and sit through Sunday school at church. I can't remember much about Sunday school because most of the teachings were in Japanese. And my understanding and speaking of Japanese was pretty limited, because I didn't learn that much out in Montavilla Japanese school.",Life after removal and during the incarceration#Returning of Japanese American after WWII
551,Did they have any special holidays that they celebrated?,Life after removal and during the incarceration
552,"Oh, yes, they did, regularly, but I don't know what they were, though.",Life after removal and during the incarceration
553,Did they try to include American holidays in your celebrations?,Life after removal and during the incarceration
554,"I don't know. I can't remember. Oh, in our family, you mean?",Life after removal and during the incarceration
555,"I don't know. I can't remember. Oh, in our family, you mean?",Life after removal and during the incarceration
556,"Well, we'll get back to your family, but at church. I was thinking of church.",Life after removal and during the incarceration
557,"Okay. Your school. Probably Montavilla would be your grade school, right?",Life after removal and during the incarceration
558,(Vestal) Grade School.,Life after removal and during the incarceration
559,What do you remember about grade school days?,Life after removal and during the incarceration
560,"One incident that I could remember is being a little bit late in going to school, and when I got to school, all the kids were already inside the school building, and I couldn't open the school door because the doors were so heavy. And so I went home crying and then my mom brought me back to school, opened the door for me, and explained to the teacher why I was late that day. I still remember that incident because I just wasn't strong enough to open that school door. [Laughs]",Life after removal and during the incarceration
561,And what do you remember about your classroom or your classmates? Were they mostly hakujin?,Life after removal and during the incarceration
562,"Yeah, almost all hakujin. I can only remember one Asian girl that was in the same class as I was, and her name was Grace Wong. She was a Chinese girl whose family lived in the Montavilla area. But I had no other Japanese or Chinese classmates in my class.",Life after removal and during the incarceration#Returning of Japanese American after WWII
563,"How did the kids, the other kids in the classroom treat you?",Life after removal and during the incarceration
564,"Oh, I never felt any separate treatment or prejudice or anything. I think I felt pretty much like I belonged there, and nobody made fun of me or did anything to make me feel like I was not fully acceptable by the school and the kids.",Life after removal and during the incarceration
565,Were they interested in your culture and heritage? Did they want to learn more about what Japanese was?,Life after removal and during the incarceration#Returning of Japanese American after WWII
566,"No, not that much interest.",Life after removal and during the incarceration
567,So you had no opportunity to share. Would they come home to your house and do things with you?,Life after removal and during the incarceration
568,"Oh, yeah. I'd go to their place and they'd come over to my place, and we'd play and so forth. But there wasn't much discussion or talking about being Japanese or anything different.",Life after removal and during the incarceration#Returning of Japanese American after WWII
569,"Okay, how about when you moved to Ankeny area and went to Washington High School? Do you have any interesting memories of your high school days?",Life after removal and during the incarceration
570,"Well, I remember playing basketball on the junior team, which was the secondary team, not the main team. And I remember, after the war broke out, I remember our team traveling to different schools, and I remember it was either Jefferson or Roosevelt, and the only prejudiced thing that was said was when I was going to shoot a foul shot, somebody in the audience said, ""Remember Pearl Harbor."" I still remember that voice saying that. But other than that, there wasn't any prejudice against me. I was also very interested in table tennis as I mentioned, and I became pretty proficient in that. I joined the Portland table tennis club which had a facility right across the street from the downtown public library. So I used to go there quite often to play table tennis. I entered many of the tournaments that we had there for boys that were sixteen and under. After the war broke out in December of '41, all of the Japanese ancestry people were supposed to be in their homes by eight o'clock, and not be outside away from home after eight p.m. every night. Well, I wanted to enter the tournaments that they had, table tennis tournaments downtown in the club, and so I had to, quote, ""break the rules"" and stay there past eight o'clock. But because I did that, I was able to win the Oregon State sixteen and under boys table tennis tournament. The Northwest tournament was held in February of that year, of 1942, and so I became the northwest boys sixteen and under champion. And then I played at the Pacific Coast championship, which was also held in Portland that year, in '42, and I won that. So I became the Pacific Coast sixteen and under boys table tennis champion, and I had some kind of national seeding of twenty or twenty-one or something like that.",Life after removal and during the incarceration#Returning of Japanese American after WWII
571,Were your parents worried or did they know that you were doing this?,Life after removal and during the incarceration
572,"No. Well, my dad was already interned by that time.",Life after removal and during the incarceration
573,And so your mom?,Life after removal and during the incarceration
574,Yeah. Nobody ever said anything.,Life after removal and during the incarceration
575,"How about your tennis team, your table tennis team? Were they concerned or did they help you?",Life after removal and during the incarceration
576,"No, they didn't say anything. There were several Chinese players at the tennis club, and they were more sympathetic to me than anything else.",Life after removal and during the incarceration
577,"What are your memories of Japanese community events when you were growing up? You talked a little bit about the picnic, but are there other community events that your family or you participated in?",Life after removal and during the incarceration#Returning of Japanese American after WWII
578,"I joined the Japanese community's Boy Scout troop, Troop 123, which met at a Methodist church downtown. We formed the drum and bugle corps, so we used to get together and play at various festivities, and we played in the Rose Parade here in Portland. We were invited up to play in the Seafair Parade that they had up there every summer. I didn't make it up there because I had the mumps at the time, so I didn't get to make that trip. But I played the bell lyre because I had taken piano lessons, and so I knew all about the musical notes, and so I played the bell lyre in the drum and bugle corps.",Life after removal and during the incarceration#Returning of Japanese American after WWII
579,"Did your parents have expectations about keeping Japanese culture alive in you and Minnie, or did they talk about how you have to be Japanese and how you have to American?",Life after removal and during the incarceration#Returning of Japanese American after WWII
580,"I don't think that was stressed very much. My parents took my sister and me to Japan when we were, I think I was four, five, six years old or something, and we stayed there for maybe less than a year. But other than that, they did not emphasize anything about Japan or Japanese culture. I think they pretty much assumed that we were going to be assimilated into the regular U.S. American culture.",Life after removal and during the incarceration#Returning of Japanese American after WWII
581,"When you went to Japan, do you have any memories of that? You were like six years old, you said. Can you remember anything? Did it impress you?",Life after removal and during the incarceration#Returning of Japanese American after WWII
582,"I can't remember anything except one thing, and that was that they had all these shoji screens in Japan, and I can remember pointing my finger and poking my hole through the shoji screens and getting bawled out by my parents and their brothers and sisters. That's all I can remember about Japan. [Laughs]",Life after removal and during the incarceration#Returning of Japanese American after WWII
583,"So they spent a while there with family, and you were able to meet family, but you were very little then?",Life after removal and during the incarceration#Returning of Japanese American after WWII
584,Yes.,Life after removal and during the incarceration#Returning of Japanese American after WWII
585,How did you travel? Was it by ship?,Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
586,"Yes, it was by ship.",Life after removal and during the incarceration#Returning of Japanese American after WWII
587,What do you remember about that trip? Was it long?,Life after removal and during the incarceration#Military services#Redress movement#Returning of Japanese American after WWII
588,I don't remember much at all.,Redress movement#Returning of Japanese American after WWII
589,"Your father's business, we talked about that, and we talked about that you did have some responsibility delivering the paper. Is there, did your father own this himself?",Military services#Pre-war background to the incarceration
590,"Yes. I think that the paper was started by a relative of my mother's, a Mr. Abe, he would have been my mother's uncle. He came to Portland long before my father and mother came here, and started the Japanese paper here. And then he wanted to move down to San Francisco to either start or handle the paper in the Bay Area, so I think at that time he invited my dad to take over because of his journalism background, to take over the newspaper here in Portland.",Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration
591,So then your dad bought the business from him?,Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration
592,"I don't know if he bought it or given it, I don't know anything about the finances of it.",Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration
593,"Because it distributed not only to Portland, but where else was it being distributed?",Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration#Returning of Japanese American after WWII
594,"It was mailed out to all the various subscribers in the Japanese communities and towns like Hood River and the Dalles, and other surrounding communities. So it was pretty well widespread throughout Oregon.",Pre-war background to the incarceration#Returning of Japanese American after WWII
595,"And your dad covered local news, national news, and international news?",Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration#Returning of Japanese American after WWII
596,"Yes, the whole thing, right.",Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
597,Where was he getting his international news from?,Government’s decision to remove ethnic Japanese#Military services#Pre-war background to the incarceration#Returning of Japanese American after WWII
598,"I don't know enough about the business to say where he got it, I don't know.",Legal challenges#Life after removal and during the incarceration#Pre-war background to the incarceration#Returning of Japanese American after WWII
599,"When Pearl Harbor happened, where were you? How did you first find out about Pearl Harbor being bombed?",Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration#Redress movement#Returning of Japanese American after WWII
600,"I was out, and as I mentioned, I played basketball in the Japanese basketball league, and we played every Sunday at Peninsula Park, they had a gymnasium near where we played. So I was there playing basketball when word came out that Pearl Harbor had been attacked.",Government’s decision to remove ethnic Japanese#Life after removal and during the incarceration#Pre-war background to the incarceration#Returning of Japanese American after WWII
601,And what did you do?,Government’s decision to remove ethnic Japanese#Pre-war background to the incarceration#Returning of Japanese American after WWII
602,"Well, we came home immediately after that. And when I came home, the FBI agents were, there were, I think, three of them, were still in our house, and they were searching our house for my father. And my mother told him that he was down at the office downtown, but they wanted to search the house anyway. So they were going through every nook and cranny and door of the house looking for him. And then they finally left, and they found him down at the office downtown.",Government’s decision to remove ethnic Japanese#Life after removal and during the incarceration#Pre-war background to the incarceration#Returning of Japanese American after WWII
603,What were your feelings at the time you saw the FBI searching?,Life after removal and during the incarceration#Pre-war background to the incarceration#Returning of Japanese American after WWII
604,"Well, I didn't know what to expect, but I figured since he was a newspaper, he ran a newspaper, he would be one of the... I would expect him to be one of the first ones to be picked up by the federal government, and he was.",Military services#Pre-war background to the incarceration#Returning of Japanese American after WWII
605,And what happened when they took him? Did you know where he went?,Life after removal and during the incarceration#Returning of Japanese American after WWII
606,"Yes, he was put in Multnomah County jail, and I don't know how many Japanese community leaders were there, but there were a number of them there. I did have the opportunity to go visit him there at the jail a couple of times, and I do remember going there and seeing him at the jail.",Life after removal and during the incarceration#Returning of Japanese American after WWII
607,What did you two talk about?,Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
608,"Well, I don't know. Of course, the newspaper folded that day when they took him. And so my mother and the other people who were helping out at the newspaper packed the printing press, I believe he had two presses and a whole bunch of, lot of type, packed the two printing presses and the type up in boxes and stored them across the street at a hotel called the Foster Hotel, which was run by, I believe it was owned and run by a Japanese person that my dad knew. And they stored all of his equipment in the basement of that hotel. So he had nothing left in the office and the printing area.",Legal challenges#Life after removal and during the incarceration#Pre-war background to the incarceration#Returning of Japanese American after WWII
609,What was your mom's reaction? How was she reacting to all this happening to your dad?,Life after removal and during the incarceration#Returning of Japanese American after WWII
610,"Well, I don't know. I never sat down with her and discussed anything. I was fifteen at the time and at that age, I of course had no knowledge whatsoever about finances or anything other than lunch money and making a little money to buy candy and stuff. So I didn't have any discussion with her about him, but she must have gone through an awful lot to survive all that trouble.",Life after removal and during the incarceration#Returning of Japanese American after WWII
611,How about your sister Minnie?,Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
612,"She was in college, she was in her first year of college at the time that the war broke out, so she was at home.",Legal challenges#Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
613,How were your neighbors or your schoolmates responding about Pearl Harbor or what was happening to your dad?,Life after removal and during the incarceration#Returning of Japanese American after WWII
614,"As I mentioned before, I didn't really feel any bad effects from any of my hakujin friends. They all treated me very respectfully, and I didn't have any difficulties. I did not meet with overt prejudice. One of the teachers, my English teacher, called Miss Plympton, she was very sympathetic, I remember. I did not get any offensive treatment at all at the school that I attended.",Life after removal and during the incarceration#Returning of Japanese American after WWII
615,Did you find out from other kids that their fathers were also taken?,Life after removal and during the incarceration#Redress movement#Returning of Japanese American after WWII
616,"Oh, yes.",Life after removal and during the incarceration#Returning of Japanese American after WWII
617,Were you supportive of each other or kept each other updated?,Life after removal and during the incarceration#Returning of Japanese American after WWII
618,"Yes. I don't think there was any group activity or community activity, because all the ones that were the community leaders were the ones that were all taken. So there was no community leadership left amongst the ones that were not put in jail.",Legal challenges#Life after removal and during the incarceration#Returning of Japanese American after WWII
619,"When you did receive notice that you needed to pack and report to the assembly center, what did your family have to do to get ready besides packing away your father's printing presses? How did your mom and you and your sister handle your home, your personal effects?",Legal challenges#Life after removal and during the incarceration#Returning of Japanese American after WWII
620,"Yeah, we were renting the house. I remember we had to sell our car, we had a Graham, which my mother sold. I don't know what she did with all of the other belongings because all we could take with us to the assembly center was what each one of us could carry. So we just had one bag that each of us was allowed to take to the assembly center.",Legal challenges#Life after removal and during the incarceration#Returning of Japanese American after WWII
621,And what did you pack special in your bag?,Life after removal and during the incarceration#Returning of Japanese American after WWII
622,"I can't remember, other than clothes. The only thing that I can specifically remember was because I played basketball, I had a wire eyeglass protector that I wore when I played basketball, so I do remember taking that and making sure that I had that in case I was able to play basketball wherever we went.",Life after removal and during the incarceration#Returning of Japanese American after WWII
623,"And how did you get your father's things to him? I mean, how did he get ready to go to his relocation?",Life after removal and during the incarceration#Returning of Japanese American after WWII
624,I have no idea. I don't know anything about his clothes or anything like that at all.,Life after removal and during the incarceration#Returning of Japanese American after WWII
625,"When you went to the assembly center, what was your first impression when you entered?",Life after removal and during the incarceration#Returning of Japanese American after WWII
626,"The only thing I remember was the smell of the horse manure, because it used to be a horse barn, where the assembly center was. And the smell just was overwhelming the minute you walked in to that area.",Life after removal and during the incarceration#Military services#Redress movement#Returning of Japanese American after WWII
627,And what about your living quarters? What were they like?,Government’s decision to remove ethnic Japanese#Life after removal and during the incarceration#Returning of Japanese American after WWII
628,"Living quarters were, one large area was divided up into portions with plywood, plywood walls and canvas doorways covering the doorways, no rooftops or anything, it was all under this one big roof. So there was hardly any privacy going on anywhere.",Life after removal and during the incarceration#Returning of Japanese American after WWII
629,And what was your daily routine like for you? You were fifteen?,Life after removal and during the incarceration#Returning of Japanese American after WWII
630,"Yeah, I had turned sixteen in April, and we went to the assembly center in May. So being sixteen, I was able to get a job there. I remember Mas and I both had jobs in the pantry, which was dishing out butter and jam and things like that. Then they found out that she was only fifteen, so they fired her. She couldn't work until she was sixteen, so she couldn't work there. But I worked in the pantry there for the few months that we were there.",Life after removal and during the incarceration#Returning of Japanese American after WWII
631,Did they pay you?,Life after removal and during the incarceration#Military services
632,"Yes. I think I was being paid minimum wages, which for a pantry worker was eight dollars a month. Then skilled workers were getting sixteen dollars a month.",Life after removal and during the incarceration#Military services#Returning of Japanese American after WWII
633,What about your mom? What was she doing?,Life after removal and during the incarceration#Returning of Japanese American after WWII
634,She was a waitress in the mess hall.,Life after removal and during the incarceration#Military services#Redress movement#Returning of Japanese American after WWII
635,Did you go to school at the assembly center too?,Life after removal and during the incarceration#Returning of Japanese American after WWII
636,"Yes, they had classes, but there wasn't anything much official. They were just more or less trying to finish up the school year, 'cause this was in May when most of us would have finished school in June. And so they were just finishing up some of the class works, but there wasn't that much schooling going on.",Life after removal and during the incarceration
637,Did they have activities for you to do?,Life after removal and during the incarceration
638,"Oh, yeah. We had a ping pong tournament, table tennis tournament. I mentioned that I won the tournament there, and when I won the tournament, I was playing in the finals against a fellow named Sab Ikeda, whom you may know. But I had a wide hit one time, and he reached way out to retrieve it, and he dislocated his arm, shoulder. So he had to quit, so I won the championship from him.",Life after removal and during the incarceration
639,And was this the championship just for the assembly center?,Life after removal and during the incarceration
640,"For the assembly center, yeah.",Life after removal and during the incarceration
641,"Did they have basketball there for you, too?",Life after removal and during the incarceration
642,"They had basketball, they had a gym there, they had baseball, we played baseball outside, too. There were a number of activities going on.",Life after removal and during the incarceration
643,"Did they tell you when you would be relocated again, or was it still unknown what was happening?",Life after removal and during the incarceration
644,"Yeah, it was unknown until later on in the summer. And I can't remember when, but I think we left the assembly center in September sometime.",Life after removal and during the incarceration
645,And how did you get to Minidoka?,Life after removal and during the incarceration
646,Trains. The only thing I remember about the trains were they were all coaches. We had to keep the window shades pulled down day and night all the time while we traveled to Idaho so that we couldn't see out and nobody could see in. But we did go by train to Minidoka.,Life after removal and during the incarceration
647,Did they tell you anything about what to expect at Minidoka before you arrived?,Life after removal and during the incarceration
648,"I don't remember hearing anything specific other than the fact that we would probably be joining in with the Japanese community members from Seattle, from the state of Washington. Oregon and Washington together at the Idaho camp.",Life after removal and during the incarceration
649,"Okay, and when you got to Minidoka, what did you see there?",Life after removal and during the incarceration
650,"Fortunately, I had met a Boy Scout from Seattle, a fellow named John Okamoto. The Seattle group had been to Minidoka before the Portland group went there. So he was quite familiar with everything, and so he took my hand and showed me around the whole camp and took care of me my first few days I was there.",Life after removal and during the incarceration
651,"What was your day like in camp, a typical day for you? What would it be like?",Life after removal and during the incarceration
652,"Well, we didn't get there 'til September, so schools were already getting ready to start. So our daytime activities were pretty much taken care of by attendance at school.",Life after removal and during the incarceration
653,"Was it similar to school that you were going to in Portland, or was it different?",Life after removal and during the incarceration
654,"Yes, it was quite interesting, because I never had a chance to meet so many Japanese people before in my life. And it was a real awakening to me to realize there were so many people of Japanese ancestry, because being in a regular high school in Portland, I never saw that many Japanese. So it was a very heartwarming experience to realize there were so many Japanese people around.",Life after removal and during the incarceration#Returning of Japanese American after WWII
655,"After school, what did you do, after your classes ended?",Life after removal and during the incarceration
656,"Oh, in summertime, you mean?",Life after removal and during the incarceration
