id,text,label
1109,And how many other non-white or non-Caucasian students were at Lowell at this point?,Life after removal and during the incarceration
1110,"We were the only Japanese there. I remember later on, there was one Chinese family that came there.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1111,"By being the only Japanese, did you ever feel sort of singled out or discriminated against?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1112,"Oh, yes, at first I did. When I first went there, the kids used to pick on me because they, I was different. But my dad told me to keep a low profile, don't make any trouble. And so they kept on picking on me, and I didn't retaliate. Finally, I got to the point where I had to do something, so I said, ""Okay, I'm gonna put an end to this. Who wants to take me on?"" And the biggest guy, he decided he'd take me on. I, we were wrestling, and (recall) my dad had taken me to some of these judo practices, and so I just grabbed a hold of his collar and proceeded to choke him. And he was hollering, ""Unfair, unfair,"" and I said, ""What's unfairness got to do with it?"" and I kept, and I says, ""Give up? Give up?"" And he finally says, ""Yeah, okay, I give up,"" he was getting kind of blue in the face. [Laughs] And then, so I let him up and I says, ""Okay, who's next?"" [Laughs] Nobody wanted to take me on, 'cause I had beaten the biggest bully there. After that, I got along fine with all the other kids.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1113,"Oh, yes, at first I did. When I first went there, the kids used to pick on me because they, I was different. But my dad told me to keep a low profile, don't make any trouble. And so they kept on picking on me, and I didn't retaliate. Finally, I got to the point where I had to do something, so I said, ""Okay, I'm gonna put an end to this. Who wants to take me on?"" And the biggest guy, he decided he'd take me on. I, we were wrestling, and (recall) my dad had taken me to some of these judo practices, and so I just grabbed a hold of his collar and proceeded to choke him. And he was hollering, ""Unfair, unfair,"" and I said, ""What's unfairness got to do with it?"" and I kept, and I says, ""Give up? Give up?"" And he finally says, ""Yeah, okay, I give up,"" he was getting kind of blue in the face. [Laughs] And then, so I let him up and I says, ""Okay, who's next?"" [Laughs] Nobody wanted to take me on, 'cause I had beaten the biggest bully there. After that, I got along fine with all the other kids.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1114,"Oh, that's a good story. So it took standing up to these bullies to actually get them to stop bothering you.",Life after removal and during the incarceration
1115,Even after you explained to your parents why you had to do it?,Life after removal and during the incarceration
1116,Yeah.,Life after removal and during the incarceration
1117,They still thought that was wrong?,Life after removal and during the incarceration
1118,"Yeah. But anyway, I got along fine, and I eventually got to be a leader in a number of activities. I was captain of the track team, captain of the soccer team, and captain of the School Boy Patrol, and president of the Boys Club. My academics were not that great when I first went there, but towards the end, I was an excellent student.",Life after removal and during the incarceration
1119,"And I'm curious, some of the boys that were part of that group that bothered you, after that incident, later on, did some of them become your friends?",Life after removal and during the incarceration
1120,"Oh, I don't recall the bully ever becoming my friends, but I had a lot of friends that were... you know, Lowell school was on the border of all the wealthy people up on Federal Way, and we were on the fringes. And so I had a lot of friends that were from wealthy family. Like the Schaefers, the Schaefers owned the Schaefer Building downtown, and their parents drove the kids to school with a chauffeur. And I believe a fellow named David Ernst, he was somewhat related to the Ernst Hardware. And there was a girl named Virginia Simpson that was part of the Simpson Lumber family. And so I went to school with a lot of the wealthy old-time families.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1121,"And so the families there would send their children to Lowell, and then you would interact with them. Did you get a sense of a class difference with these individuals? Did, was, in school, was there like a differentiation between the wealthy and the not so wealthy?",Life after removal and during the incarceration
1122,"I sensed that there was a difference, 'cause we had two, two classes of the same class. They had us segregated, and it seems to me that all the kids in my class were from the lower side. There were a few that were in my class, but all the more elite kids were in the other half.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1123,"Did you get a sense that the, the other class got better, maybe, resources than your class?",Life after removal and during the incarceration
1124,"Well, I think they were the same.",Life after removal and during the incarceration
1125,"But yet, you felt like there was... did, do you ever recall your classmates in your class ever talking about the other class in a different way?",Life after removal and during the incarceration
1126,"No, I... the only thing that, the reason I felt that way is that the majority of the kids in my class were down in the, lived in the south end of the district.",Life after removal and during the incarceration
1127,"Yeah, because when I think about, yeah, if you go south, that's where, you're right, it's more what I would call the Broadway district, and there's more apartments. And if you go the other way, it's more the Volunteer Park, where you have more of the larger, larger homes. Anything else you can recall in terms of... 'cause that would be an interesting school to look at, because of the, especially during those years, the disparity in wealth because, 'cause those were hard times economically, when you look at the late '20s, early '30s, you're in the Depression. And so was there any influence in terms of the Depression on, that you could tell in terms of what was going on?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1128,"Oh, the kids in the north end, they lived in fine, fine homes, and I used to associate with all the, all those kids. I guess the reason was that I was, I was a fairly good athlete. I remember one instance, one of my friends had a birthday party, and the mother decided that she'd treat the kids to swimming at the Moore pool in Seattle. And all of us went down there with our swimming suits, and they declined to admit me to the pool. And the mother didn't say anything, the rest of 'em went in and had a good time, and I was left out. That was the first time I'd, I'd encountered discrimination in grammar school.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1129,Do you recall how you felt being left outside when the other boys went in?,Life after removal and during the incarceration
1130,"Well, I kind of expected, it wasn't that bad because my father had, had experienced discrimination when we opened the store, and he told us to expect these things to come up.",Life after removal and during the incarceration
1131,"But how about the mother who brought you there? You said, did you have any interaction, did she say anything to you when this happened?",Life after removal and during the incarceration
1132,"I don't recall. There was about a dozen kids, so she was herding them around.",Life after removal and during the incarceration
1133,"After the, the other boys were done swimming, did you do anything afterwards with the other boys? I mean, like, was there, like, a continuation of the party someplace, like dessert or something?",Life after removal and during the incarceration
1134,"No, no, that was the end of the party. We had the party at their home, and then afterwards, they went swimming.",Life after removal and during the incarceration
1135,Do you remember how old you were when this happened?,Life after removal and during the incarceration
1136,"I must have been eleven or twelve, somewhere around there.",Life after removal and during the incarceration
1137,"You mentioned that at school, you got to know some of these more wealthy kids, or kids from more wealthy families. Were you ever invited to their homes?",Life after removal and during the incarceration
1138,"Oh, yes, I was, I'd been in their homes. I especially remember a fellow named Jerry Swanson (whose) father owned a chain, chain of cigar stores down on the waterfront. They lived in a penthouse in one of their apartments, and I still remember, they had a large living room. The first time I'd been in a, a place where they had real thick, heavy carpeting, I could walk on it, and I thought, ""My goodness, what a luxury."" And they had a big grand piano there, and his older sister was taking singing, singing lessons. I couldn't imagine the amount of money that it took to live in a place like that. And they had, had an elevator to go up to their, their place. But I had a couple of friends that lived up on Federal Way, and they lived in huge, huge houses.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1139,"So Federal, like Federal Avenue?",Life after removal and during the incarceration
1140,"Yeah, Federal Avenue.",Life after removal and during the incarceration
1141,"What did you think when you went into these, these, sort of, really nice places like this?",Life after removal and during the incarceration
1142,"Well, I felt that, gee, I saw all this elegant furniture and things like that, but contrasted, you know, the sparse homes that I lived in.",Life after removal and during the incarceration
1143,"Conversely, some of these friends, did you ever have them, or invite them to your house? Did they ever come to your place?",Life after removal and during the incarceration
1144,"No, never.",Life after removal and during the incarceration
1145,And why was that? Was that something that you decided not to do?,Life after removal and during the incarceration
1146,I was kind of ashamed to bring 'em to my place.,Life after removal and during the incarceration
1147,"So you did sports in elementary, then after Lowell, where did you go?",Life after removal and during the incarceration
1148,I went to the University of Washington.,Life after removal and during the incarceration#Returning of Japanese American after WWII
1149,"Oh, so Lowell went all the way through high school, or where did you go to high school?",Life after removal and during the incarceration
1150,I went to Broadway High School.,Life after removal and during the incarceration
1151,"And so would you say your friends in high school were still kind of like your Lowell school buddies more than Japanese, because you went north?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1152,"I associated mostly with the kids going north, 'cause they were my classmates from Lowell, and I really didn't... when we moved north, I was in the third grade, so I really didn't have any close friends.",Life after removal and during the incarceration
1153,"And so if I were to ask you, in high school, who were some of your best buddies, which names would come to mind?",Life after removal and during the incarceration
1154,"Oh, there's one, one person, Don Combs, he's, I still keep in contact with him. He lived in the north end, and I spent quite a bit of time with him. We used to go fishing together, I helped him when he painted his house one summer, we spent about a month painting the exterior of his house. Another person was Lyle Amundson. In Broadway, our roll room, the students were assigned alphabetically, and we sat on tables, and right next to me was Lyle, and I spent four years sitting next to him. And he eventually became a stockbroker and to this day, he was my stockbroker until he passed away a couple of years ago.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1155,"Oh, that's good. And so what kind of student were you, like, in high school? You mentioned earlier how you like athletics, and that eventually, you became a pretty good student. So how would you describe yourself at Broadway?",Life after removal and during the incarceration
1156,I was an excellent student.,Life after removal and during the incarceration
1157,And what kind of activities were you involved in at Broadway?,Life after removal and during the incarceration
1158,I went primarily in track. I was the captain of the track team. I made the varsity in my freshman year in track.,Life after removal and during the incarceration
1159,And what events did you do in track?,Life after removal and during the incarceration
1160,Long jump and sprints.,Life after removal and during the incarceration
1161,"So back then, when you were at that level, like the fastest in your age group in, or the longest jumper and one of the fastest runners, who would be your competition? Because you're, that's all over the city, right? So they're coming from all over. So would they be mostly Caucasians, or would they be other Japanese, or would they be, sort of, black?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1162,They were all Caucasian. There weren't too many blacks in Seattle at that time.,Life after removal and during the incarceration
1163,"And the other, there weren't other Japanese or Chinese at this level?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1164,Not that I'm aware of.,Life after removal and during the incarceration
1165,"So at that age, were you big for your age? I imagine, to be a sprinter, you'd have to be fairly large.",Life after removal and during the incarceration
1166,"No, I was, I was rather thin at that time. I think I only weighed about 135 pounds.",Life after removal and during the incarceration
1167,"So what, what year did you graduate from Broadway High School?",Life after removal and during the incarceration
1168,1939.,Life after removal and during the incarceration
1169,"Okay, 1939. And then, and then you mentioned earlier that you then went to University of Washington?",Life after removal and during the incarceration
1170,Yes.,Life after removal and during the incarceration
1171,"And at this point, were your parents really supportive of you going to the university? Is that something they wanted you to do?",Life after removal and during the incarceration
1172,"Oh, yes. My dad always stressed the fact that in order for the Japanese to get (ahead), you had to be twice as good as the Caucasians. And he stressed education, and we really didn't have enough money to send us this... my sister went to university, but in order to make tuition, I had to go work on the farms during the summer. And he said, ""Well, you can live at home and you can go out to the university,"" and that's how I was able to make it. And if it wasn't for the low tuition that was available, I would have never been able to get a good education.",Life after removal and during the incarceration
1173,"And so when you said you had to work at the farms during the summer to raise money, what farms did you work at? What kind of farms?",Life after removal and during the incarceration
1174,"I worked on a, on a vegetable farm over in Kingston, growing lettuce, peas and celery, things like that. Then another year I worked over in Woodinville, doing the same kind of work.",Life after removal and during the incarceration
1175,"Not really? So what did you have to do as, tell me about the work on a yacht, what was that like?",Life after removal and during the incarceration
1176,"Oh, I'd have to get up early in the morning, and they wanted, I still remember having, they used to have about fifteen guests aboard, and used to have to help the cook prepare breakfast. And then I'd have, I'd be the waiter, and wait on the tables, and then afterwards I'd have to clean up, wash all those dishes. And I couldn't get over the fact that they used so many dishes and utensils. [Laughs] At home, we had just a plate and knife and forks, they had all kinds of things. I had a mountain of dishes to wash. And we didn't have a dishwasher on board. And then I'd have to clean up, and I had to go back and clean up the cabins. And then late at night, they'd have, they'd have their drinks, they'd be playing cards, and I'd have to, they wanted ice or mixers, I'd have to help wait on them 'til late at night, then I'd have to get up early in the morning. So I didn't get that much sleep. I was working fourteen, fifteen hours a day.",Life after removal and during the incarceration
1177,"And what happened when the ship wasn't out sailing? Would you still work, or would you...",Life after removal and during the incarceration
1178,"We were, the ship was out about half the time, and the other half we were down at the Seattle Yacht Club. And I'd go there every day and clean up and do a lot of work on the ship. There's a lot of work, varnishing, scraping and painting, doing things like that.",Life after removal and during the incarceration
1179,"So I'm curious, how did you get this job?",Life after removal and during the incarceration
1180,"Oh, my uncle Jim Sakamoto knew Stanley Griffith, the son of the owner. (James) Griffith, I believe, was a member of the Press Club -- I don't know how, why -- but Jim Sakamoto knew him, so Stanley asked Jim if he knew anybody that wanted to work on a yacht. That's how he got the job. The pay was a little better than the farm because I was able to get tips in addition to my salary.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1181,"I want to, later on, I want to talk a little bit more about your uncle, Jim Sakamoto. But before we get there, let's go back to the University of Washington, I wanted to find out, so what were you studying when you went to the University of Washington?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1182,"I was taking business administration. I really wasn't that keen about business, but my dad told me, ""Well, we've got a business, and it would be very difficult to get any, any other jobs."" I was particularly interested in going into engineering, but Boeing was hiring Japanese, and so I knew several others that graduated in aeronautical engineering and they weren't hired, and so they went to Japan and got a job in the aircraft industry in Japan.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1183,"But did your father think that if you got a business degree, that that would help you kind of run the store, or did he have bigger sort of plans for you?",Life after removal and during the incarceration
1184,"Help run the store, I guess.",Life after removal and during the incarceration
1185,"Whereas George stayed in, on the West Coast or Seattle, and he ended up doing gardening work. Now, so did you ever talk to these Niseis? Were they resentful that they would go get their college degrees, and then couldn't get, sort of, jobs that fit their training?",Life after removal and during the incarceration
1186,"No, I think they were too busy trying to make a living, and they accepted the fact that there was discrimination.",Life after removal and during the incarceration
1187,"...who in Seattle Japanese, in Japanese American history, is a very prominent figure. He started a newspaper called the Courier, and was very prominent. And I wanted to ask you about your, sort of, experiences with Jim Sakamoto. So tell me a little bit about Jim Sakamoto. What was he like?",Life after removal and during the incarceration#Returning of Japanese American after WWII
1188,"Well, he was, he was a graduate of Franklin High School, and he was quite an athlete. He was on the football team, and I heard that he, Franklin was not very good at the time he was going, and he was the only who made a touchdown I guess, I don't know whether that's true or not. But then his father sent him to Princeton. And to make ends meet, he took up boxing, and he was boxing in Madison Square Garden in the preliminaries, and he got hit too many times in the head. That's when he lost his eyesight. And when he came back to Seattle, there wasn't a great deal of work he could do, so he started the Courier.",Life after removal and during the incarceration
1189,"Just so I understand, so at what point did he marry your, your aunt? Was this like before he went to Princeton or after?",Life after removal and during the incarceration
1190,"No, no, he married when he came back. I still remember the wedding. It was... this was after he had started, started the newspaper business.",Life after removal and during the incarceration
1191,And how old were you when this was happening?,Life after removal and during the incarceration
1192,"I was in the second, about the second grade at the time.",Life after removal and during the incarceration
1193,"Was it because of his boxing career, or was it because of the Courier?",Life after removal and during the incarceration
1194,"Because of his Courier. He had a lot of advertisers and all the, all the people that were involved in the sports, the coaches and all those people.",Life after removal and during the incarceration
1195,"And so you've talked about some of the things that Jim Sakamoto did, and what's hard for me to understand is, so here you have this ex-boxer who's blind, who starts a newspaper that becomes successful. What was he like as a person? What was it about him that allowed him to be so successful, even though he was blind, to do a successful newspaper?",Life after removal and during the incarceration
1196,"Well, he was quite independent. He used to go around, travel around the community, he used to take the streetcar on his own, and I used to see him in his office. He used to type all the editorials by himself, he'd sit on the typewriter and type things out. But that business was not very successful. He was always in debt. And he was a hand-to-mouth kind of operation. And I remember at the end of the athletic season, they used to have what they call a mixer up at Collins Playfield where all the athletes, the teams used to get, have a get-together after the season, and they have a dance there. And for the refreshments, they'd come and ask my dad to order all those things, like they used to have hot dogs and buns and potato chips and all the things like that. He didn't have any funds to pay for those, but my dad ordered the things, and I remember having to deliver all that stuff down to the Collins Playfield, and I think they used to charge admission of twenty-five cents. And long afterwards, they finally got enough funds to reimburse my dad. They got it from my dad's wholesale.",Life after removal and during the incarceration#Returning of Japanese American after WWII
1197,"So how did your dad feel about Jim Sakamoto? Because here you mentioned, so your dad is a hard-working businessman, has a store, and then his brother-in-law, he probably will help out, but how did he feel about it?",Life after removal and during the incarceration
1198,"Well, I don't recall any ill feelings.",Life after removal and during the incarceration
1199,"And so was your dad in the family kind of... what's the right word? Kind of the, like, I was going to say, like a foundation or someone that people went to when they needed help?",Life after removal and during the incarceration
1200,"Yeah, my sister was the oldest, or my mother was the oldest sister, so the rest of the family kind of, she was kind of a mother to the younger ones when they were in trouble.",Life after removal and during the incarceration
1201,"Even the younger ones, I mean, the, kind of the second wave? That they would go to your mother sometimes for help?",Life after removal and during the incarceration
1202,"Yeah, I think so.",Life after removal and during the incarceration
1203,Were there ever any sort of direct comments made to you or your family about being Japanese at the store?,Life after removal and during the incarceration
1204,"No, not that I recall. But those people that used to come and trade with us, we didn't see them. And then we used to give credit to the customers, whereas stores like A&P and Safeway never extended credit. So those customers stopped coming and they didn't pay their bills. So I still remember going with my parents to go out and try to collect some of those bills, 'cause we had bills that we had to pay to the wholesale house. And then shortly after, we started getting visits from the FBI, and they said some of our customers had complained to them that my dad was associated with, with some of the people that were sympathetic to the Japanese. We had a real good friend that was working for the Bon Marche, he was kind of a janitor, and he was a trusted employee of the Bon Marche. And at nighttime, after the store closed, he'd take the proceeds of the Bon Marche to the bank. Nobody would expect the janitor to be carrying the proceeds. He got picked up by the FBI and sent to Missoula, and we couldn't figure out why they would pick, pick him up. And the management at the Bon Marche vouched for him, but didn't do any good. And they finally found out that he was a bachelor, and he had an automobile, and so the, when the Japanese fleet came into Seattle on a visit, I think the Japanese community asked for volunteers to take care of some of the sailors. So he said okay, and he picked up three Japanese sailors and took them over on a tour and went up to Mount Rainier. And we figured that was the reason. The FBI was monitoring all the activities, and I think they checked on his license plate when he went down to the docks to pick up the sailors.",Life after removal and during the incarceration#Returning of Japanese American after WWII
